 Peopleid,Job Satisfaction,Salary,Salary Unit,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Date,Year
5852,7,80000,year,"San Diego, CA, US",Project Architect,Corporate,6-10,Yes,No Overtime,15.0,,Full-time,11-15,31-35,Male,Licensed,University of Southern California (USC),,,2014-07-01,2014
5851,8,78000,year,"Houston, TX, US",Associate,Other,201-500,Yes,Paid Overtime,15.0,"6,000",Full-time,3-5,26-30,Male,No,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,,2014-07-01,2014
5850,10,43000,year,"Denver, CO, US",Intern,,16-30,Yes,No Overtime,15.0,,Full-time,3-5,26-30,Female,No,University of Colorado at Boulder,University of Michigan,,2014-07-01,2014
5849,10,60000,year,"New York, US",Senior Architect,Starchitect,501+,Yes,Paid Overtime,30.0,"6,000",Full-time,11-15,41-45,Female,Licensed,,Ho Chi Minh University,Ho Chi Minh University,2014-07-01,2014
5848,8,39500,year,"Marietta, GA, US",Intern,Corporate,51-100,Yes,Unpaid Overtime,19.0,"1,500",Full-time,3-5,26-30,Male,No,Southern Polytechnic State University,,,2014-07-01,2014
5847,4,60000,year,"New York, NY, US",Intermediate Architect,Starchitect,51-100,Yes,Unpaid Overtime,10.0,"3,000",Full-time,6-7,31-35,Male,Licensed,,,,2014-07-01,2014
5846,5,44000,year,"New York, NY, US",Junior Architect,Starchitect,31-50,Yes,Unpaid Overtime,10.0,"4,000",Full-time,3,26-30,Female,No,,Cornell University,,2014-07-01,2014
5845,8,31200,hour,"Colorado, US",Intern,Individual,16-30,Yes,No Overtime,,,Full-time,< 1,21-25,Female,No,University of Florida,,,2014-07-01,2014
5844,4,35000,year,"New Orleans, LA, US",Designer,,2-5,Yes,No Overtime,21.0,,Full-time,2,31-35,Female,No,Louisiana State University,,,2014-07-01,2014
5843,8,35000,year,"Louisiana, US",Designer,,16-30,,Paid Overtime,15.0,"1,000",Full-time,1,26-30,Female,No,,,,2014-07-01,2014
5842,9,54000,year,"New York, NY, US",Designer,Corporate,201-500,Yes,Unpaid Overtime,15.0,"1,000",Full-time,2,26-30,Male,No,,,,2014-07-01,2014
5841,7,85000,year,"Orlando, FL, US",Senior Architect,Boutique,31-50,Yes,No Overtime,18.0,"2,000",Full-time,11-15,36-40,Male,Licensed,Florida Atlantic University,,,2014-07-01,2014
5840,7,44000,year,"Boston, MA, US",Junior Architect,Corporate,51-100,Yes,Paid Overtime,10.0,"1,000",Full-time,3,26-30,Male,No,Roger Williams University,Roger Williams University,,2014-07-01,2014
5839,7,47000,year,"New York, NY, US",Job Captain,Other,2-5,Yes,Unpaid Overtime,14.0,,Full-time,3,26-30,Female,No,University of Cincinnati,Pratt Institute,,2014-07-01,2014
5838,7,52400,year,"Kansas City, MO, US",Designer,Boutique,51-100,Yes,Unpaid Overtime,15.0,,Full-time,3-5,26-30,Male,No,Iowa State University,,,2014-07-01,2014
5837,3,70000,year,"New York, NY, US",Senior Architect,Corporate,31-50,Yes,Unpaid Overtime,10.0,,Full-time,8-10,31-35,Female,No,,,,2014-07-01,2014
5836,6,75000,year,"New York, NY, US",Senior Architect,Other,6-10,,Unpaid Overtime,,,Full-time,11-15,36-40,Male,Licensed,,,,2014-07-01,2014
5832,7,100000,year,"San Francisco, CA, US",BIM Specialist,Other,11-15,Yes,No Overtime,30.0,"10,000",Full-time,6-7,31-35,Male,No,California College of the Arts,,,2014-07-01,2014
5831,10,75000,year,"San Francisco, CA, US",Intermediate Architect,Corporate,201-500,Yes,Unpaid Overtime,20.0,"2,800",Full-time,6-7,31-35,Female,No,California College of the Arts,,,2014-07-01,2014
5830,10,37000,year,"Saint Louis, MO, US",Intermediate Architect,Starchitect,11-15,Yes,No Overtime,7.0,,Full-time,3,31-35,Female,Licensed,,,,2014-07-01,2014
5829,7,78000,year,"San Francisco, CA, US",Associate,Corporate,51-100,Yes,Unpaid Overtime,15.0,"5,000",Full-time,8-10,31-35,Male,No,California College of the Arts,,,2014-07-01,2014
5828,6,40000,year,"Saint Louis, MO, US",Project Architect,,16-30,Yes,Unpaid Overtime,15.0,"1,500",Full-time,6-7,26-30,Male,No,,,,2014-07-01,2014
5827,3,72000,year,"Montclair, NJ, US",Project Architect,Other,6-10,,Unpaid Overtime,10.0,,Full-time,11-15,36-40,Female,Licensed,,,,2014-07-01,2014
5826,6,51000,year,"New York, NY, US",Job Captain,Corporate,501+,Yes,Paid Overtime,14.0,"5,500",Full-time,2,26-30,Female,No,The Pennsylvania State University (Penn State),New Jersey Institute of Technology (NJIT),,2014-07-01,2014
5825,3,88000,year,"Victorville, CA, US",Project Manager,Other,501+,Yes,Paid Overtime,21.0,"1,000",Full-time,31-40,56-60,Female,Licensed,University of Oregon,,,2014-07-01,2014
5823,7,92500,year,"Jersey City, NJ, US",Associate,Boutique,2-5,Yes,Unpaid Overtime,15.0,,Full-time,16-20,41-45,Male,Licensed,Montana State University,Montana State University,,2014-07-01,2014
5822,10,67000,year,"Sacramento, CA, US",Senior Designer,Boutique,16-30,Yes,Paid Overtime,21.0,,Full-time,16-20,41-45,Female,No,,,,2014-07-01,2014
5821,7,72000,year,"Lincoln, NE, US",Project Architect,Individual,1,Yes,Unpaid Overtime,10.0,,Freelance,11-15,41-45,Male,Licensed,University of Nebraska-Lincoln,NewSchool of Architecture + Design,,2014-07-01,2014
5820,4,47000,year,"Phoenix, AZ, US",Junior Architect,Boutique,6-10,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Female,No,University of Arizona,,,2014-07-01,2014
5818,6,137900,year,"New York, NY, US",Technical Architect,Other,101-200,Yes,Unpaid Overtime,15.0,"6,000",Full-time,11-15,36-40,Male,Licensed,The Pennsylvania State University (Penn State),,,2014-07-01,2014
5817,8,72800,hour,"Irvine, CA, US",Job Captain,Corporate,51-100,Yes,Paid Overtime,5.0,,Full-time,3-5,31-35,Female,No,,,,2014-07-01,2014
5816,8,37000,year,"Santa Fe, NM, US",Designer,Boutique,2-5,,Paid Overtime,14.0,500,Full-time,6-7,26-30,Female,No,Northeastern University,Northeastern University,,2014-07-01,2014
5815,6,89000,year,"New York, NY, US",Project Architect,Boutique,16-30,Yes,Unpaid Overtime,15.0,"2,500",Full-time,8-10,31-35,Male,No,Temple University,,,2014-07-01,2014
5814,7,47500,year,"Boston, MA, US",Junior Architect,Other,101-200,Yes,Paid Overtime,15.0,"1,000",,6-7,26-30,Male,No,Northeastern University,Northeastern University,,2014-07-01,2014
5812,5,43000,year,"Miami, FL, US",Intermediate Designer,,6-10,Yes,Unpaid Overtime,7.0,"6,000",Full-time,8-10,26-30,Female,No,,,,2014-07-01,2014
5811,7,67000,year,"Charlotte, NC, US",Project Manager,Corporate,201-500,Yes,Unpaid Overtime,20.0,"3,000",Full-time,8-10,31-35,Female,Licensed,The University of Tennessee - Knoxville,,,2014-07-01,2014
5810,7,59000,year,"Memphis, TN, US",Project Architect,,16-30,Yes,,10.0,500,Full-time,8-10,31-35,Female,Licensed,,,,2014-07-01,2014
5809,7,65000,year,"Tennessee, US",Project Architect,Corporate,101-200,Yes,Unpaid Overtime,10.0,"7,000",Full-time,8-10,31-35,Female,Licensed,,,,2014-07-01,2014
5806,7,35000,year,"Los Angeles, CA, US",Intern,,16-30,,,,,,< 1,21-25,Male,No,,,,2014-07-01,2014
5805,8,47000,year,"Connecticut, US",Junior Architect,,11-15,,,,,,2,21-25,Male,No,,,,2014-07-01,2014
5804,8,50000,year,"Philadelphia, PA, US",Designer,,101-200,Yes,Paid Overtime,,,Full-time,3-5,26-30,Female,No,,,,2014-07-01,2014
5803,9,52000,hour,"New York, NY, US",Junior Designer,Starchitect,16-30,,Paid Overtime,,,Full-time,2,26-30,Male,No,University of Nebraska-Lincoln,Texas A&M University,Columbia University,2014-07-01,2014
5802,7,43000,year,"Miami, FL, US",Junior Architect,Boutique,6-10,Yes,No Overtime,10.0,500,Full-time,2,26-30,Male,No,,,,2014-07-01,2014
5801,7,40000,year,"Atlanta, GA, US",Intern,,11-15,,,,,,1,26-30,Female,No,,,,2014-07-01,2014
5800,6,54000,year,"Boston, MA, US",Job Captain,Corporate,16-30,Yes,No Overtime,18.0,,Full-time,6-7,31-35,Female,No,Roger Williams University,Roger Williams University,,2014-07-01,2014
5799,9,38000,year,"Tampa, FL, US",Intern,,51-100,Yes,Paid Overtime,15.0,,Full-time,2,26-30,Male,No,,,,2014-07-01,2014
5798,7,50000,year,"Chicago, IL, US",Job Captain,Corporate,201-500,Yes,Paid Overtime,10.0,"3,000",Full-time,3-5,26-30,Male,No,Illinois Institute of Technology (IIT),,,2014-07-01,2014
5797,1,55000,year,"Chicago, IL, US",Associate,,501+,,,,,,6-7,31-35,Male,No,,,,2014-07-01,2014
5795,5,40000,year,"San Jose, CA, US",Junior Designer,Corporate,16-30,Yes,Unpaid Overtime,14.0,,Full-time,1,26-30,Female,No,University of Tehran (UT),California College of the Arts,,2014-07-01,2014
5791,9,47000,year,"Seattle, WA, US",Draftsperson,Corporate,6-10,Yes,Paid Overtime,10.0,"3,000",Full-time,21-25,51-55,Male,No,Drexel University,,,2014-07-01,2014
5789,5,43032,year,"Cincinnati, OH, US",Junior Architect,Corporate,101-200,Yes,Unpaid Overtime,20.0,"2,000",Full-time,3,26-30,Female,No,University of Kentucky,University of Pennsylvania,,2014-07-01,2014
5786,6,60000,year,"San Diego, CA, US",Business Manager,Boutique,6-10,Yes,,20.0,,Full-time,21-25,51-55,Female,No,,,,2014-07-01,2014
5785,9,58000,year,"Denver, CO, US",Project Manager,Boutique,2-5,,Paid Overtime,14.0,"2,000",Full-time,3-5,26-30,Male,Licensed,,,,2014-07-01,2014
5784,7,38000,year,"New Orleans, LA, US",Intern,Boutique,11-15,,Unpaid Overtime,21.0,200,,3-5,31-35,Male,No,,,,2014-07-01,2014
5783,6,50000,year,"Seattle, WA, US",Intermediate Designer,Corporate,16-30,Yes,Paid Overtime,15.0,"3,000",Full-time,8-10,26-30,Female,No,Washington State University,,,2014-07-01,2014
5782,10,45760,hour,"Seattle, WA, US",Intern,Boutique,11-15,Yes,Paid Overtime,10.0,,Full-time,1,26-30,Male,No,Philadelphia University,,,2014-07-01,2014
5781,7,47840,hour,"Seattle, WA, US",Junior Architect,Corporate,16-30,Yes,Paid Overtime,14.0,"2,000",Full-time,3,21-25,Female,No,Philadelphia University,,,2014-07-01,2014
5779,10,43500,year,"Portland, OR, US",Designer,,31-50,Yes,Unpaid Overtime,14.0,,Full-time,1,26-30,Male,No,,Portland State University,,2014-07-01,2014
5778,5,70000,year,"Sacramento, CA, US",Designer,Corporate,501+,Yes,Paid Overtime,20.0,,Full-time,3-5,31-35,Male,No,,,,2014-07-01,2014
5777,7,66000,year,"Greenville, SC, US",Associate,Other,501+,Yes,Paid Overtime,21.0,,Full-time,3-5,26-30,Female,No,,,,2014-07-01,2014
5776,8,57000,year,"Salisbury, MD, US",Project Architect,Corporate,31-50,Yes,Unpaid Overtime,20.0,"6,000",Full-time,11-15,31-35,Male,Licensed,,,,2014-07-01,2014
5774,5,62000,year,"Los Angeles, CA, US",Intermediate Architect,,51-100,,,,,,6-7,36-40,Female,No,,,,2014-07-01,2014
5773,8,90000,year,"New York, NY, US",Senior Architect,Starchitect,51-100,Yes,Unpaid Overtime,20.0,"2,600",Full-time,11-15,36-40,Female,Licensed,,,,2014-07-01,2014
5772,7,45000,year,"Des Moines, IA, US",Intern,Other,31-50,Yes,Unpaid Overtime,15.0,500,Full-time,3,26-30,Male,No,Iowa State University,,,2014-07-01,2014
5771,1,20800,hour,"North Bergen, NJ, US",Junior Architect,Individual,2-5,,Unpaid Overtime,,,Full-time,< 1,26-30,Male,No,New Jersey Institute of Technology (NJIT),,,2014-07-01,2014
5770,10,120000,year,"Dallas, TX, US",Project Architect,Corporate,501+,Yes,Unpaid Overtime,30.0,"5,000",Full-time,31-40,61-65,Male,Licensed,University of Nebraska,Bellevue College,University of Toronto,2014-07-01,2014
5768,8,50000,year,"New York, NY, US",Interior Designer,,11-15,,Unpaid Overtime,7.0,,Full-time,3,21-25,Female,No,,,,2014-07-01,2014
5767,9,110000,year,"Los Angeles, CA, US",Project Architect,Starchitect,51-100,Yes,Unpaid Overtime,18.0,"9,000",Full-time,21-25,46-50,Male,Licensed,,The University of New Mexico,,2014-07-01,2014
5766,7,54080,hour,"San Juan, PR, US",Project Architect,Other,6-10,,No Overtime,,,Full-time,11-15,41-45,Female,No,Pratt Institute,,,2014-07-01,2014
5765,5,65000,year,"Los Angeles, CA, US",Project Manager,Boutique,2-5,Yes,,,,Full-time,6-7,31-35,Female,Licensed,,,,2014-07-01,2014
5764,7,41600,hour,"New York, NY, US",Junior Designer,Boutique,2-5,,Paid Overtime,,,Full-time,< 1,21-25,Male,No,Appalachian State University,Pratt Institute,,2014-07-01,2014
5763,4,45000,year,"Seattle, WA, US",Intern,Boutique,11-15,Yes,No Overtime,14.0,"2,000",Full-time,3,36-40,Male,No,Texas Christian University,University of Washington,,2014-07-01,2014
5761,7,45000,year,"New York, NY, US",Junior Designer,Boutique,6-10,,,,,,2,21-25,Male,No,,,,2014-07-01,2014
5759,4,70000,year,"San Francisco, CA, US",Associate,Boutique,11-15,,No Overtime,10.0,"2,000",Full-time,6-7,41-45,Male,No,,"University of California, Berkeley",,2014-07-01,2014
5756,7,87000,year,"Los Angeles, CA, US",Project Manager,Corporate,51-100,Yes,Unpaid Overtime,23.0,,Full-time,16-20,46-50,Female,Licensed,"California Polytechnic State University, San Luis Obispo",,,2014-07-01,2014
5755,9,65000,year,"Kansas City, MO, US",Project Manager,Other,2-5,Yes,Paid Overtime,15.0,"5,000",Full-time,3-5,36-40,Male,No,University of Colorado at Boulder,"Taliesin, The Frank Lloyd Wright School of Architecture",,2014-07-01,2014
5754,8,60000,year,"Atlanta, GA, US",Project Manager,Other,31-50,Yes,Paid Overtime,20.0,"1,000",Full-time,8-10,31-35,Female,Licensed,,Savannah College of Art and Design,,2014-07-01,2014
5752,5,80000,year,"San Francisco, CA, US",Project Manager,Other,11-15,Yes,Unpaid Overtime,10.0,"3,000",Full-time,11-15,36-40,Male,No,,,,2014-07-01,2014
5751,1,16640,hour,"San Juan, PR, US",Senior Designer,Other,6-10,,Unpaid Overtime,5.0,,Full-time,11-15,26-30,Male,Licensed,University of Puerto Rico,University of Puerto Rico,,2014-07-01,2014
5750,4,62500,year,"Minneapolis, MN, US",Project Architect,Corporate,201-500,Yes,Unpaid Overtime,15.0,,Full-time,16-20,41-45,Male,No,University of Minnesota,,,2014-07-01,2014
5749,8,42000,year,"San Diego, CA, US",Project Manager,Individual,2-5,,Paid Overtime,10.0,"2,000",Full-time,3,26-30,Male,No,,,,2014-07-01,2014
5748,8,106000,year,"New York, NY, US",Senior Architect,Corporate,101-200,Yes,Unpaid Overtime,20.0,"10,000",Full-time,16-20,36-40,Male,Licensed,,,,2014-07-01,2014
5747,7,85000,year,"San Jose, CA, US",Project Architect,Other,201-500,Yes,Unpaid Overtime,10.0,"5,000",Full-time,11-15,36-40,Male,Licensed,Wentworth Institute of Technology,,,2014-07-01,2014
5746,6,72000,year,"Costa Mesa, CA, US",Associate,Boutique,6-10,,,21.0,"5,000",Full-time,8-10,36-40,Female,No,Art Center College of Design,,,2014-07-01,2014
5745,4,61000,year,"San Francisco, CA, US",Intern,Corporate,16-30,Yes,Unpaid Overtime,12.0,,Full-time,6-7,31-35,Female,No,University of Pennsylvania,University of Michigan,,2014-07-01,2014
5744,7,41600,hour,"Los Angeles, CA, US",Designer,Boutique,31-50,Yes,Paid Overtime,6.0,800,Full-time,3-5,26-30,Female,No,University of San Francisco,"University of California, Los Angeles (UCLA)",,2014-07-01,2014
5743,5,57200,year,"San Jose, CA, US",Senior Designer,Boutique,2-5,Yes,No Overtime,10.0,,Full-time,8-10,31-35,Male,No,"California Polytechnic State University, San Luis Obispo",Woodbury University,,2014-07-01,2014
5742,8,75000,year,"New Jersey, US",Designer,Other,501+,Yes,,15.0,,Full-time,> 40,61-65,Male,Licensed,,,,2014-07-01,2014
5741,9,50000,year,"Richardson, TX, US",Junior Designer,Corporate,16-30,Yes,No Overtime,10.0,"5,000",Full-time,2,26-30,Male,No,,,,2014-07-01,2014
5735,6,42000,year,"Oregon, US",Interior Designer,Corporate,51-100,,No Overtime,14.0,"2,000",Full-time,2,26-30,Female,No,University of Oregon,,,2014-07-01,2014
5734,10,88000,year,"Los Angeles, CA, US",Project Architect,Other,51-100,Yes,Paid Overtime,10.0,,Full-time,6-7,36-40,Male,No,Woodbury University,,,2014-07-01,2014
5733,7,80500,year,"Cambridge, MA, US",Project Manager,Corporate,31-50,Yes,Unpaid Overtime,15.0,"2,500",Full-time,11-15,36-40,Male,Licensed,,,,2014-07-01,2014
5730,4,56000,year,"Philadelphia, PA, US",Project Manager,Corporate,16-30,Yes,Unpaid Overtime,10.0,,Full-time,6-7,31-35,Female,No,The Catholic University of America,The Catholic University of America,,2014-07-01,2014
5729,7,75000,year,"New York, NY, US",Associate,,201-500,,,,,,6-7,26-30,Female,No,,,,2014-07-01,2014
5728,9,29120,hour,"San Antonio, TX, US",Intern,,51-100,,Paid Overtime,,350,Full-time,1,26-30,Male,No,,,,2014-07-01,2014
5727,6,75000,year,"Mineola, NY, US",Project Architect,Other,11-15,Yes,Paid Overtime,10.0,,Full-time,26-30,56-60,Male,Licensed,New York Institute of Technology (NYIT),,,2014-07-01,2014
5726,7,52000,year,"Seattle, WA, US",Draftsperson,Individual,6-10,Yes,No Overtime,14.0,,Full-time,6-7,31-35,Female,No,Virginia Polytechnic Institute and State University (Virginia Tech),University of Washington,,2014-07-01,2014
5725,4,68500,year,"Syracuse, NY, US",Project Architect,Other,31-50,Yes,Unpaid Overtime,15.0,,Full-time,11-15,36-40,Male,Licensed,,,,2014-07-01,2014
5724,8,80000,year,"New York, NY, US",Senior Architect,Corporate,51-100,Yes,Unpaid Overtime,,"3,000",Full-time,8-10,31-35,Female,No,,,,2014-07-01,2014
5723,9,70000,year,"New York, NY, US",Intermediate Architect,Individual,2-5,Yes,Unpaid Overtime,10.0,,Full-time,6-7,26-30,Male,No,,,,2014-07-01,2014
5722,10,45000,year,"New York, NY, US",Draftsperson,Corporate,16-30,Yes,,,,Full-time,< 1,26-30,Male,No,,New Jersey Institute of Technology (NJIT),,2014-07-01,2014
5719,10,70000,year,"El Paso, TX, US",Associate,Other,31-50,Yes,Paid Overtime,20.0,"2,500",Full-time,16-20,36-40,Male,Licensed,Universidad Autonoma de Ciudad Juárez,Universidad Nacional Autónoma de México (UNAM),,2014-07-01,2014
5717,8,60000,year,"Chicago, IL, US",Project Architect,Corporate,201-500,Yes,Paid Overtime,15.0,,Full-time,6-7,26-30,Male,Licensed,University of Notre Dame,,,2014-07-01,2014
5713,10,60000,year,"Miami, FL, US",Associate,Corporate,101-200,Yes,No Overtime,10.0,"2,000",Full-time,3-5,26-30,Female,No,Florida Atlantic University,,,2014-07-01,2014
5712,7,65000,year,"New York, NY, US",Designer,Corporate,31-50,Yes,Unpaid Overtime,15.0,"10,000",Full-time,3-5,31-35,Male,No,Polytechnic University of Puerto Rico (PUPR),Polytechnic University of Puerto Rico (PUPR),Columbia University,2014-07-01,2014
5710,9,56200,year,"Denver, CO, US",Designer,Other,6-10,Yes,Unpaid Overtime,15.0,"1,200",Full-time,11-15,36-40,Male,No,University of Colorado at Boulder,"University of California, Los Angeles (UCLA)",,2014-07-01,2014
5709,9,80000,year,"Los Angeles, CA, US",Project Architect,Boutique,6-10,,No Overtime,,,Freelance,26-30,51-55,Female,Licensed,University of Michigan,Southern California Institute of Architecture (SCI-Arc),,2014-07-01,2014
5708,7,50000,year,"Chicago, IL, US",Interior Designer,Corporate,31-50,Yes,Paid Overtime,10.0,,Full-time,6-7,31-35,Female,No,"University of Maryland School of Architecture, Planning and Preservation",University of Illinois at Urbana-Champaign,,2014-07-01,2014
5707,8,80000,year,"New York, NY, US",Job Captain,Individual,1,,No Overtime,,,Freelance,6-7,31-35,Male,No,Washington University in St. Louis,Yale University,,2014-07-01,2014
5704,6,45000,year,"Chicago, IL, US",Draftsperson,Corporate,16-30,Yes,No Overtime,21.0,"1,000",Full-time,3-5,31-35,Male,Licensed,,,,2014-07-01,2014
5703,6,54000,year,"Phoenix, AZ, US",Senior Designer,Boutique,16-30,Yes,Unpaid Overtime,15.0,,Full-time,8-10,31-35,Female,Licensed,,,,2014-07-01,2014
5702,3,46000,year,"Chicago, IL, US",Designer,Corporate,31-50,Yes,Paid Overtime,10.0,,Full-time,3,26-30,Male,No,,,,2014-07-01,2014
5700,8,135000,year,"New York, NY, US",Project Manager,Other,16-30,Yes,Unpaid Overtime,20.0,,Full-time,21-25,41-45,Female,Licensed,,,,2014-07-01,2014
5698,6,50000,year,"West Orange, NJ, US",Intermediate Architect,Individual,16-30,Yes,No Overtime,18.0,"2,000",Full-time,3-5,26-30,Female,No,,,,2014-07-01,2014
5697,6,62500,year,"Charlotte, NC, US",Associate,Boutique,16-30,Yes,Unpaid Overtime,13.0,"5,000",Full-time,11-15,36-40,Male,No,,,,2014-07-01,2014
5696,7,50000,year,"New York, NY, US",Interior Designer,Other,51-100,Yes,No Overtime,,"2,000",,3,21-25,Female,No,,,,2014-07-01,2014
5695,6,75000,year,"Los Angeles, CA, US",Associate,Corporate,201-500,Yes,No Overtime,22.0,,Full-time,8-10,41-45,Male,Licensed,,,,2014-07-01,2014
5694,6,52000,year,"New York, NY, US",Intermediate Designer,,101-200,Yes,No Overtime,,,Full-time,3-5,26-30,Male,No,,,,2014-07-01,2014
5693,6,65000,year,"San Francisco, CA, US",Intermediate Designer,Boutique,51-100,Yes,Paid Overtime,20.0,"1,500",Full-time,6-7,31-35,Male,No,,"University of California, Berkeley",,2014-07-01,2014
5690,7,33000,year,"Dallas, TX, US",Designer,,501+,,,,,,< 1,21-25,Female,No,,,,2014-06-01,2014
5688,10,40000,year,"Wenatchee, WA, US",Project Architect,Boutique,6-10,,,,"2,500",Full-time,11-15,36-40,Female,No,,,,2014-06-01,2014
5687,10,50000,year,"Sacramento, CA, US",Owner,Corporate,2-5,Yes,No Overtime,60.0,,Full-time,11-15,36-40,Female,Licensed,University of Illinois at Urbana-Champaign,NewSchool of Architecture + Design,,2014-06-01,2014
